Nazwisko_aktualne,Liczba
LIEBERSBACH,58
LISIOWSKI,58
LISZAJ,58
LIZOŃCZYK,58
LOMANIA,58
LOMBER,58
LONG,58
LORCZYK,58
LOZKO,58
LYPKO,58
ŁAŃCZAK,58
ŁOPION,58
ŁOŻAŃSKI,58
ŁUBISZ,58
ŁUKASKI,58
ŁUSKA,58
MACHUNIK,58
MACIUGA,58
MACOŃ,58
MAISEYENKA,58
MAJÓWKA,58
MALININ,58
MANTEJ,58
MANZEL,58
MARCHWICA,58
MARCISZONEK,58
MARDAS,58
MARKUC,58
MARUNCHAK,58
MASEWICZ,58
MASICA,58
MASLAK,58
MASTYJ,58
MASTYNA,58
MASZTALER,58
MAŚLAKIEWICZ,58
MATALIŃSKI,58
MAZANKIEWICZ,58
MENDRYK,58
MĘCNAROWSKI,58
MIĆKA,58
MIHILEWICZ,58
MIKOŁASZEK,58
MILŻYŃSKI,58
MINICHOWSKI,58
MŁODAK,58
MŁODYSTACH,58
MOCHNACZ,58
MODLISZ,58
MOMOLA,58
MONKOS,58
MOSKALSKI,58
MOUSSA,58
MUSIORSKI,58
MYS,58
NANIVSKYI,58
NASZYDŁOWSKI,58
NAWOJOWSKI,58
NECHEPURENKO,58
NEHODA,58
NEJ,58
NENCA,58
NESSEL,58
NICZ,58
NORKO,58
OBERZIG,58
OBIERAK,58
OBRATAŃSKI,58
O'BRIEN,58
ODOLAK,58
OKOMSKI,58
OLAWA,58
OMELAN,58
OPREA,58
ORBIK,58
OSTANIEWICZ,58
OSTAPSKI,58
OTAWSKI,58
OWSIEJCZUK,58
OZGOWICZ,58
PADLEWSKI,58
PAJKO,58
PAKLA,58
PALECKI,58
PALIKOWSKI,58
PALUTKIEWICZ,58
PANKROS,58
PARKOSZ,58
PARSZUTO,58
PASZTELAN,58
PAULI,58
PERDON,58
PERKIEWICZ,58
PERŁAK,58
PETKIEWICZ,58
PETROVETS,58
PETRUSENKO,58
PETRYKÓW,58
PIATAK,58
PIATKEVICH,58
PICHER,58
PIDHIRNYI,58
PIEĆKO,58
PIEDO,58
PIETRANIUK,58
PIETRUŃKO,58
PIETRUSZKO,58
PIETRYCHA,58
PIETRZNIAK,58
PIĘK,58
PINCZAK,58
PIOTRUK,58
PLEWNIOK,58
PŁOWIK,58
PODCHUL,58
POKORNICKI,58
POLASZYK,58
POLESZUK,58
POLIPOWSKI,58
POŁÓG,58
PRACIAK,58
PRADEL,58
PROBOSZ,58
PROCHASEK,58
PRZEŚLAKIEWICZ,58
PUKAL,58
PUPKOWSKI,58
PYTS,58
RAKHMATOV,58
RAMADAN,58
RAPCEWICZ,58
RAZA,58
RĄK,58
REHMAN,58
REJCZYK,58
REWA,58
RĘBKOWSKI,58
RICHARD,58
RIEBANDT,58
ROHACH,58
ROHATYŃSKI,58
ROMAŃCZUKIEWICZ,58
ROZMYSŁ,58
ROŻEŃ,58
RYBITSKYI,58
RYJEWSKI,58
RYŁKA,58
RYMSZEWICZ,58
RYPA,58
RYZOP,58
RZEMIENIAK,58
RZEPINSKI,58
RZYM,58
SABALEUSKI,58
SACAŁA,58
SAKUTA,58
SALIM,58
SAMOLEWSKI,58
SANDHU,58
SAPICH,58
SCHICK,58
SCZESNY,58
SENIUTA,58
SERŻYSKO,58
SHABLII,58
SHALAMBERIDZE,58
SHAVEL,58
SHELIA,58
SIECZAK,58
SIECZKIEWICZ,58
SIEMIENIK,58
SIERLA,58
SIEWIELEC,58
SIŃCZUK,58
SIRAK,58
SKERKA,58
SKORWIDER,58
SKURZAK,58
SŁUŻAŁY,58
SMOLINSKYI,58
SMYRGAŁA,58
SOBACKI,58
SOBIESIERSKI,58
SOJSKI,58
SOŁOMIANKO,58
SOMLA,58
SOROKOPUD,58
SOTOR,58
STALMASKI,58
STANIÓRSKI,58
STARCZAN,58
STAREŃCZAK,58
STASHENKO,58
STATKEVYCH,58
STAWNICZY,58
STELMARCZYK,58
STĘCZNIEWSKI,58
STOŁEK,58
STUZHUK,58
STYGA,58
SULIM,58
SWAJDA,58
SWORNOWSKI,58
SZABAN,58
SZCZEKOCKI,58
SZCZĘSZEK,58
SZCZYPUŁA,58
SZLEZAK,58
SZOŁTUN,58
SZOMBORG,58
SZÓSTKIEWICZ,58
SZPIEGA,58
SZTOLC,58
SZTUDER,58
SZTURMA,58
SZWEDKA,58
SZWEJSER,58
SZYBIST,58
ŚLAZIŃSKI,58
TALBIERZ,58
TARADYŚ,58
TARNAWCZYK,58
TCHIR,58
TEREFEŃKO,58
TESZNAR,58
TOPORCZYK,58
TORHAN,58
TRENTOWSKI,58
TRỊNH,58
TRUBALSKI,58
TRUDNOWSKI,58
TSIMASHENKA,58
TUŁECKI,58
TUTLEWSKI,58
TYLEWSKI,58
TYMOCHKO,58
USZACKI,58
VALYNETS,58
VASKEVYCH,58
VERES,58
VINAHRADAU,58
VYNNYCHUK,58
WADZIŃSKI,58
WALASIŃSKI,58
WALER,58
WALEWACZ,58
WARAS,58
WARDENCKI,58
WARYWODA,58
WASYLCZUK,58
WAŚK,58
WENDROWSKI,58
WENGEL,58
WERTEPNY,58
WĘDZEL,58
WILANT,58
WILBRANDT,58
WITOSZYŃSKI,58
WŁOCZEK,58
WŁOCZYK,58
WODNIK,58
WOJCIESZYK,58
WOLTMANN,58
WONDOŁOWSKI,58
WONTKA,58
WOSIEWICZ,58
WOŹNIALIS,58
WYSZTYGIEL,58
YARMOLA,58
YERMAKOVICH,58
YEVPAK,58
ZABIIAKA,58
ZABOR,58
ZACIOS,58
ZAKRYŚ,58
ZAWIS,58
ZBIERANEK,58
ZIAJKIEWICZ,58
ZIEMLEWICZ,58
ZIEMNIARSKI,58
ZŁOMEK,58
ZŁOTKIEWICZ,58
ZWIERSKI,58
ZYCHORA,58
AKYMENKO,57
ALEKSANDRÓW,57
ANANICZ,57
ANDRECZKO,57
ANDRUS,57
ANTONYSHYN,57
APOSTOLUK,57
ARDELI,57
ASZURKIEWICZ,57
BADZIONG,57
BAE,57
BAGNUCKI,57
BALOGH,57
BALONIS,57
BAŁEK,57
BAŁKOWSKI,57
BANDEL,57
BARTYLAK,57
BĄBIŃSKI,57
BERBEŚ,57
BERDAK,57
BERDZIŃSKI,57
BERSHADSKYI,57
BERTMAN,57
BERTRAM,57
BEZRĄK,57
BIAŁASEK,57
BIELASKA,57
BILNICKI,57
BŁAZENEK,57
BŁOCIAN,57
BODZIANY,57
BOGIELCZYK,57
BOJSZA,57
BOLACH,57
BORSHCHOV,57
BORYSIONEK,57
BRANICA,57
BRDĄKAŁA,57
BRELAK,57
BRESLER,57
BRONDEL,57
BRONIŚ,57
BRYSCH,57
BRZENSKA,57
BUKATA,57
BUKIA,57
BUKOWICKI,57
BULWA,57
BURDELSKI,57
BURMISTRZAK,57
BUSIAKIEWICZ,57
BYDŁOSZ,57
BZIKOT,57
CELNIAK,57
CETNER,57
CĘCEK,57
CHABZDA,57
CHALENKO,57
CHAŁUBOWICZ,57
CHAMELA,57
CHERNIIENKO,57
CHILLA,57
CHIREK,57
CHODASEWICZ,57
CHODUREK,57
CHORNYY,57
CHRAPOŃSKI,57
CHRZĄSZCZYK,57
CHUCHMAN,57
CIABACH,57
CIANCIARA,57
CICHOR,57
CICHORCZYK,57
CIEĆWIERSKI,57
CIENIAWA,57
CIERPIAŁA,57
CZABANOWSKI,57
CZAMAŃSKI,57
CZEREPIŃSKI,57
CZESZCZEWIK,57
CZUBATY,57
CZUJKOWSKI,57
DANILEVICH,57
DARABASZ,57
DAROWNY,57
DATOŃ,57
DAVYDAU,57
DĄBRZALSKI,57
DĄGA,57
DENUSZEK,57
DERCZYŃSKI,57
DERESZOWSKI,57
DEWOR,57
DIURCZAK,57
DMUCHAŁA,57
DOŁOWICZ,57
DORCZ,57
DREGIER,57
DRYŁO,57
DURANC,57
DURMAŁA,57
DUŻAK,57
DYCFELD,57
DYCZYŃSKI,57
DYLON,57
DYTKIEWICZ,57
DZIESZKOWSKI,57
ECKHARDT,57
EMANOWICZ,57
FASZCZOWY,57
FEDEJKO,57
FETTER,57
FIERKE,57
FIMIAK,57
FIROSZ,57
FISTEK,57
FLACZYK,57
FLIEGNER,57
FOMICHOV,57
FORMANOWSKI,57
FRANCKE,57
FRUNZA,57
FRUNZE,57
FRYSTACKI,57
FUNDANICZ,57
FUŚNIK,57
GAJKOŚ,57
GAMBKA,57
GASCH,57
GĄDOR,57
GELO,57
GERWEL,57
GĘDOŚ,57
GIDEL,57
GIDZIELA,57
GIEREJKIEWICZ,57
GLICNER,57
GŁOGOSZ,57
GNIEŁKA,57
GNYPEK,57
GRĘBICKI,57
GRĘBOCKI,57
GROBICKI,57
GROCHAŁA,57
GRYGORIEV,57
GRYZEŁKO,57
GRYZIŃSKI,57
GRZELLA,57
GRZESZYKOWSKI,57
GURYNOWICZ,57
GUS,57
GUSE,57
GUSSMANN,57
GŰNTHER,57
HABASIŃSKI,57
HABRYŁO,57
HAŁADA,57
HAPOŃ,57
HLYNSKYI,57
HOLAS,57
HOLETS,57
HOŁUBIUK,57
HRAMYKA,57
HRYTSAIENKO,57
HUDZICKI,57
HUMIN,57
HUNGER,57
HURTOVYI,57
HUSZCZO,57
HYBSZ,57
HYRNIK,57
ISMAILOVI,57
IVANCHYK,57
IWANECZKO,57
JANCZULEWICZ,57
JARMOSZ,57
JAŚLANEK,57
JELINSKI,57
JEŁ,57
JERZYCKI,57
JEWASIŃSKI,57
JEZIORAŃSKI,57
JODZIS,57
JÓŚKO,57
JUHNKE,57
JURGILEWICZ,57
JUSZCZAKIEWICZ,57
KAJDZIK,57
KAMEL,57
KARCHAVA,57
KAROLKOWSKI,57
KAROLSKI,57
KARTUSZYŃSKI,57
KASPRZYCZAK,57
KEIL,57
KEJNA,57
KERL,57
KĘDYS,57
KHMELOVSKYI,57
KIERSZK,57
KILASONIA,57
KILINÇ,57
KIRILOV,57
KIRSANOV,57
KIRYŁO,57
KIRYŁOWICZ,57
KLABACHA,57
KLEISA,57
KLEKOCKI,57
KLING,57
KNAFLEWSKI,57
KOBYRA,57
KOL,57
KOLEBACZ,57
KOLEJ,57
KOMIAŻYK,57
KONCZAL,57
KONOPIELKO,57
KONURY,57
KOPÓWKA,57
KORJAT,57
KOROBKIN,57
KOROLKOV,57
KORPANTY,57
KORZUCHOWSKI,57
KOSIŁO,57
KOŚCIERZYŃSKI,57
KOŚKO,57
KOTKOWICZ,57
KRASODOMSKI,57
KRAŚNER,57
KROPA,57
KRUŹLAK,57
KRYDA,57
KRYMOWSKI,57
KUBERCZYK,57
KUCIARSKI,57
KUDRIN,57
KUKŁA,57
KUŁYK,57
KUMANOWICZ,57
KURPIERS,57
KUSIEWICZ,57
KWIKA,57
KYSLENKO,57
KYSLYTSIA,57
LAZIUK,57
LEBIEDZIEWICZ,57
LECIŃSKI,57
LEGIETA,57
LEKACZ,57
LĘDZIŃSKI,57
LIBROWSKI,57
LICNERSKI,57
LIEDKE,57
LITNER,57
LIULKA,57
LIZURA,57
LODARSKI,57
LUBLIŃSKI,57
LUS,57
LUSIŃSKI,57
LUSZCZYK,57
LUTOMIRSKI,57
LYCHAK,57
ŁACISZ,57
ŁADNOWSKI,57
ŁAŹNIAK,57
ŁEPKO,57
ŁODZIATO,57
ŁOSIEWSKI,57
ŁUKACZYK,57
MAKARCZYK,57
MAKSIMENKA,57
MALARECKI,57
MALEPSZAK,57
MAMOŃSKI,57
MAMULASHVILI,57
MANDAL,57
MANIERA,57
MANULIK,57
MARCULEWICZ,57
MARIAŃCZYK,57
MARIASIK,57
MARKER,57
MARNIOK,57
MAROSZCZYK,57
MARYAŃSKI,57
MARZEION,57
MASŁOSZ,57
MASNYI,57
MASTER,57
MATIJCZAK,57
MATŁOCH,57
MATYJASZ,57
MAZURETS,57
MEHTA,57
MEIROWSKI,57
MEROŃ,57
METEL,57
MIELOSZYŃSKI,57
MIESZALSKI,57
MIESZCZANEK,57
MIOSGA,57
MITANA,57
MŁOCZKOWSKI,57
MOZGOWIEC,57
MROK,57
MUTTKE,57
MYNC,57
NADARZEWSKI,57
NADSTAZIK,57
NAGIEWICZ,57
NAMIELSKI,57
NIEBOJEWSKI,57
NIGBOROWICZ,57
NITOWSKI,57
NITSCH,57
NOSTER,57
NOŻOWNIK,57
NYKOLIUK,57
OFIERSKI,57
OGÓR,57
OLKUŚNIK,57
OPASZOWSKI,57
OPORA,57
ORNACKI,57
OZDOBIŃSKI,57
OZORKIEWICZ,57
PACANEK,57
PAĆ,57
PADUSIŃSKI,57
PALUSIAK,57
PAMROWSKI,57
PANASZ,57
PASHUK,57
PAWEŁKOWSKI,57
PEDAN,57
PHUTKARADZE,57
PIEPKA,57
PIEROŻAK,57
PIETRONIEC,57
PIETRYJA,57
PILAROWSKI,57
PILNIAK,57
PISARCZUK,57
PIŚKIEWICZ,57
PLESNER,57
PLISZCZAK,57
PLONKA,57
POCZTAŃSKI,57
PODHORNYI,57
PODKOŃ,57
POGŁÓD,57
POKŁADECKI,57
POKUTYCKI,57
POLITA,57
POSTRZECH,57
POWĘSKI,57
PRĘCIUK,57
PROCHALSKI,57
PROZOROWSKI,57
PRYKHODCHENKO,57
PRYMACHENKO,57
PŚCIUK,57
PUPPEL,57
PUSTELNIAK,57
PUTKIEWICZ,57
PYSERA,57
RABULIŃSKI,57
RADUŃSKI,57
RADZISZOWSKI,57
RADZIWIŁŁOWICZ,57
RAMIREZ,57
RĄG,57
REKA,57
REZNYCHENKO,57
RĘPALSKI,57
ROMIANOWSKI,57
RON,57
ROZTOCKI,57
RUDENOK,57
RUSSELL,57
RUŚKOWSKI,57
RYNKA,57
SAPRONOV,57
SAPUTRA,57
SARAPUK,57
SAVLUK,57
SAWKIEWICZ,57
SCHERER,57
SCHOTT,57
SELWON,57
SEMIANCHUK,57
SHEUCHYK,57
SHOVKUN,57
SHPAKOVSKYI,57
SHTUKA,57
SHUBA,57
SIECIECHOWICZ,57
SIEMIATYCKI,57
SIENNY,57
SIEWAK,57
SIKOCIŃSKI,57
SITNIEWSKI,57
SIWANOWICZ,57
SKARBA,57
SKASKIEWICZ,57
SKIPIOŁ,57
SKIRLIŃSKI,57
SKORECKI,57
SLAWIK,57
SŁOMINSKI,57
SŁUPINA,57
SMETANIN,57
SMIESZKOŁ,57
SOKHA,57
SOLOD,57
SOŚNIK,57
STACHAŃSKI,57
STAJEWSKI,57
STAROSTIN,57
STASIENKO,57
STEBLIK,57
STEGIENKA,57
STEINHOF,57
STEPPA,57
STĘPNOWSKI,57
STOJANOVIĆ,57
STOLAŚ,57
STOR,57
STRADZA,57
STROMIŃSKI,57
STRYJAKIEWICZ,57
SUBSAR,57
SUCHAR,57
SUFRYD,57
SUKIENNICKI,57
SYK,57
SZABATOWSKI,57
SZALKIEWICZ,57
SZARLA,57
SZATYŃSKI,57
SZCZEP,57
SZCZUDLAK,57
SZKATULNIK,57
SZPARAGOWSKI,57
SZPORAK,57
SZTAL,57
SZTAMBORSKI,57
SZTRAMKOWSKI,57
SZUK,57
SZUMOWICZ,57
SZURPIT,57
SZYFTER,57
ŚLICZNY,57
ŚMISTEK,57
ŚRODULSKI,57
ŚWIEGOCKI,57
TACKA,57
TALASKA,57
TAM,57
TAŃCZYK,57
TARCHALSKI,57
TENENBAUM,57
TETELEWSKI,57
TEVZADZE,57
TIMOSZYK,57
TŁUCZKIEWICZ,57
TOMIUK,57
TOMTAŁA,57
TOROŃ,57
TRATSIAK,57
TRATWAL,57
TREJDEROWSKI,57
TURAJSKI,57
TURBACZEWSKI,57
TURCZANIK,57
TUREL,57
TUROK,57
TYCHYNA,57
TYDE,57
TYNEK,57
UJEK,57
ULAK,57
URANOWSKI,57
URBANOVYCH,57
URYNIAK,57
VAKHOVSKYI,57
VIARBITSKI,57
VOLODYMYR,57
VOROSHCHUK,57
VOSKOBOINYK,57
WACHOŃ,57
WAISS,57
WALERYSZAK,57
WAWREŃCZUK,57
WEISBRODT,57
WENTRYS,57
WERBOWSKI,57
WEREMIJEWICZ,57
WESTERLICH,57
WIECZERZYCKI,57
WILKIEL,57
WITENBERG,57
WOWAK,57
WUJCIÓW,57
WULW,57
WYTYK,57
YAKOVYSHYN,57
YATSKEVICH,57
YEFIMCHUK,57
YOUSSEF,57
YUKHYMETS,57
ZAKHAREVICH,57
ZAMARIA,57
ZARETSKYI,57
ZDROWOWICZ,57
ZEMELA,57
ZESZUTEK,57
ZGRAJEK,57
ZIUŁKOWSKI,57
ZIUZIAKOWSKI,57
ZOFIŃSKI,57
ZWONIK,57
AGAŚ,56
ALABURDA,56
ALAGIERSKI,56
ALFUTH,56
ALIAKHNOVICH,56
ANASZEWSKI,56
ANDRUSZEWICZ,56
ANISEROWICZ,56
APIECIONEK,56
ARABAS,56
ARMUŁA,56
ARTEMIEV,56
ARTMAN,56
BABIASZ,56
BABUSZKIEWICZ,56
BAJEWSKI,56
BAKIROV,56
BAKLAN,56
BALANA,56
BALUN,56
BAMBROWICZ,56
BANACHIEWICZ,56
BARLASZ,56
BARSUK,56
BARTASHEVICH,56
BARTLIŃSKI,56
BARUK,56
BASZCZYJ,56
BAZHAN,56
BAZYLEVYCH,56
BEŁDZIŃSKI,56
BENEDYKCZAK,56
BERDECKI,56
BERLAK,56
BERLICKI,56
BĘDUCH,56
BIAŁOOKI,56
BIEGNIEWSKI,56
BIERCEWICZ,56
BIESZCZ,56
BILANIUK,56
BINCZYCKI,56
BINIARZ,56
BK,56
BLADOCHA,56
BLASZCZOK,56
BLASZKIEWICZ,56
BOCIĄG,56
BOHATKIEWICZ,56
BOHATYREWICZ,56
BOKSZCZANIN,56
BORNIKOWSKI,56
BORODENKO,56
BORODKIN,56
BORYSOVETS,56
BOŻKIEWICZ,56
BRETES,56
BRZUSKI,56
BUCEWKA,56
BUGIEDA,56
BULIRA,56
BULUK,56
BURLUTSKYI,56
BUSZOWSKI,56
BYLSKI,56
BYRDAK,56
CELBAN,56
CHEBANOV,56
CHĘSY,56
CHKHEIDZE,56
CHMURZEWSKI,56
CHRAPLA,56
CHURSIN,56
CIARANEK,56
CIEŃ,56
CIOBAN,56
CIOMPERLIK,56
CIURYS,56
CONRAD,56
CURYŁŁO,56
CYMERKIEWICZ,56
CZAPLIK,56
CZOGALLA,56
DANILOVICH,56
DĄDZIK,56
DEMBECKI,56
DERACH,56
DERBA,56
DERHACHOV,56
DIAKOWICZ,56
DIKHTIARENKO,56
DOBOSZYŃSKI,56
DOLISTOWSKI,56
DOŁĘŻKA,56
DOŁUBIZNO,56
DONDZIAK,56
DONDZIŁO,56
DOROSZCZYK,56
DOWGIELEWICZ,56
DRECZKO,56
DRZASTWA,56
DUBEC,56
DUDACY,56
DULEK,56
DYDACKI,56
DYWEL,56
DZBUK,56
DZIATKOWIAK,56
DZIERUK,56
DZIEWISZ,56
DZIKOŃSKI,56
DZIOMBA,56
DZIURDZIŃSKI,56
DZIWNIK,56
EICHNER,56
ELBIN,56
ELLMANN,56
ELSZKOWSKI,56
ENGELHARDT,56
FAJTO,56
FARTUSHNYI,56
FIEDOROW,56
FLAUM,56
FOLMER,56
FORIASZ,56
FORYTA,56
FÓRMANOWSKI,56
FROM,56
FRYTA,56
GAJOWIK,56
GARNUSZEK,56
GAWLINA,56
GAWLISTA,56
GAWLYTA,56
GEHRMANN,56
GEJDA,56
GĘSICH,56
GIECZEWSKI,56
GIELEWSKI,56
GIŻKA,56
GOCKO,56
GOŁĘBCZYK,56
GORGIEL,56
GOŚĆ,56
GOWOROWSKI,56
GRANACKI,56
GROEN,56
GROMAN,56
GRUŹLIŃSKI,56
GRYGIELEWICZ,56
GRZYL,56
GUMBATOV,56
GÜNGÖR,56
GWARDYŃSKI,56
GZYRA,56
HAJMAN,56
HANIK,56
HANULOK,56
HAREŃCZYK,56
HATKA,56
HAVRYLCHYK,56
HIRNYK,56
HLADKYKH,56
HNIDENKO,56
HONYSZ,56
HORACZY,56
HRANOVSKYI,56
HUBENIA,56
HUZAREWICZ,56
IDZIASZCZYK,56
ISZCZEK,56
IVANSKYI,56
JACENKO,56
JAKOSZ,56
JAKUBICZ,56
JANDAŁA,56
JANUSIŃSKI,56
JARZĄBKIEWICZ,56
JENDERNAL,56
JENDRYCZKO,56
JERZAKOWSKI,56
JĘDRZEJCZUK,56
JOBCZYŃSKI,56
JURKUN,56
JUROCHNIK,56
JUROWCZYK,56
JUŚKOWIAK,56
KACZA,56
KAHRAMAN,56
KAN,56
KAPIS,56
KAPITANIAK,56
KAPUSTIAN,56
KARAVAN,56
KARNISZEWSKI,56
KARUT,56
KESNER,56
KIERYŁ,56
KISER,56
KLAMIŃSKI,56
KLEJMAN,56
KLEMARCZYK,56
KLIMIŃSKI,56
KLISKO,56
KLISZCZYŃSKI,56
KOCIEL,56
KOKOĆ,56
KOŁODZIEJEWSKI,56
KOMARENKO,56
KONCZAK,56
KONIEWICZ,56
KOŃCZYŁO,56
KOPCZACKI,56
KORABIEWSKI,56
KORKOWSKI,56
KORNIŁOWICZ,56
KORYZMA,56
KORŻ,56
KOSIELA,56
KOSTANTY,56
KOTUL,56
KOZARYNA,56
KOZIORZEMSKI,56
KOŹBIEL,56
KRACIŃSKI,56
KRECZ,56
KROPOP,56
KRUTS,56
KUBON,56
KUCINA,56
KUDLEWSKI,56
KUJAT,56
KULANICA,56
KULESZCZYK,56
KULINICZ,56
KUNCIO,56
KUNICZUK,56
KUPCZEWSKI,56
KURLENDA,56
KURPASKA,56
KURYLOVICH,56
KURZAJEWSKI,56
KURZYDEM,56
KUSZNIEREWICZ,56
KYCKO,56
LAGNER,56
LEKSTAN,56
LELENTAL,56
LEMIESZKO,56
LEP,56
LICHAJ,56
LICZBAŃSKI,56
LISIUK,56
LISNYCHYI,56
LISZOWSKI,56
LUBNER,56
LYSEK,56
LYSIANSKYI,56
ŁABIK,56
ŁABISZAK,56
ŁADZIK,56
ŁANIK,56
ŁOTYS,56
ŁUKASZKIEWICZ,56
ŁUZIŃSKI,56
MAGNOR,56
MAJSTROWICZ,56
MALEROWICZ,56
MAŁASZYCKI,56
MAŁUSZYŃSKI,56
MANIOWSKI,56
MARAKHOVSKYI,56
MARCISZYN,56
MARMULEWICZ,56
MARTA,56
MARTYNKO,56
MARTYSZ,56
MATERN,56
MATIUK,56
MATSYK,56
MATSYSHYN,56
MATULSKI,56
MĄTWICKI,56
MERONK,56
MĘDLEWSKI,56
MĘDRZECKI,56
MĘDZIAK,56
MIACZKOWSKI,56
MIEDZA,56
MIELCUCH,56
MIERNICZAK,56
MIESHKOV,56
MIKITÓW,56
MIKSZTAL,56
MIŁADOWSKI,56
MIODYŃSKI,56
MIŚKOWIAK,56
MOCIAK,56
MOISIUK,56
MOKSA,56
MONKA,56
MOROS,56
MOTSNYI,56
MUCHARZEWSKI,56
MUNTOWSKI,56
MUSIAŁCZYK,56
NAUMIAK,56
NDLOVU,56
NEJFELD,56
NIDZIŃSKI,56
NIEBELSKI,56
NIEDZIOŁKO,56
NIEPOLSKI,56
NIEPYTALSKI,56
OCALEWSKI,56
ODEJ,56
OHIIENKO,56
OJCZENASZ,56
OLSZYCKI,56
OLZACKI,56
OŁOWNIUK,56
ONASZ,56
ONIŚKO,56
OPANOWICZ,56
OPIELOWSKI,56
ORDYŃSKI,56
OSTAPOVYCH,56
OSTASHEVSKYI,56
OWAD,56
OWORUSZKO,56
PALINOWSKI,56
PALOC,56
PANCHAL,56
PAPAJEWSKI,56
PASTUREK,56
PATALITA,56
PATURALSKI,56
PATYJEWICZ,56
PELCZYŃSKI,56
PERSSON,56
PERZAK,56
PĘCZKOWICZ,56
PIASTOWICZ,56
PIECZUR,56
PIEŁA,56
PIŁATYK,56
PISKUR,56
PLISIŃSKI,56
POCHANKE,56
PODAWCA,56
PODSADOWSKI,56
POLACZY,56
POLEWCZYŃSKI,56
POLITYŁO,56
PONIEDZIELSKI,56
PONISZEWSKI,56
PONTO,56
POŃCZOCHA,56
PORWICH,56
POSTAWKA,56
POSZEPCZYŃSKI,56
POTRATZ,56
PRAKOPCHYK,56
PRAWICA,56
PREUS,56
PROTOKOWICZ,56
PRUKAŁA,56
PRUSISZ,56
PRUŻYŃSKI,56
PRYSTAI,56
PRZEBINDOWSKI,56
PRZYWARCZAK,56
PRZYWIECZERSKI,56
PUDLARZ,56
PYZIKIEWICZ,56
PYZIOŁ,56
RADEMACHER,56
RADOTA,56
RADZIWONOWICZ,56
RAGIEL,56
RANGOSZ,56
RAWAT,56
RAWLIK,56
RĄDLEWSKI,56
RECLAW,56
REMBAK,56
RENKEL,56
RESHETNIK,56
RESHETNIKOV,56
ROCZNIOK,56
ROMANIEWICZ,56
ROSTAȘ,56
ROŚKOWICZ,56
ROŹNIAKOWSKI,56
RUBYS,56
RUDANIECKI,56
RUŁKOWSKI,56
RYDER,56
RYŁOWICZ,56
RYMUSZKA,56
RZESIOWSKI,56
RZYMANEK,56
SADULSKI,56
SALEM,56
SAMOĆKO,56
SARNOCIŃSKI,56
SELWESIUK,56
SEMERAK,56
SENCZYSZYN,56
SEWASTYNOWICZ,56
SHCHETININ,56
SHOVKOPLIAS,56
SHUMYK,56
SHYMANSKI,56
SHYSHOV,56
SIBORA,56
SIELATYCKI,56
SIEMBRZUCH,56
SIEPETOWSKI,56
SIĘDA,56
SIKUT,56
SIPIKA,56
SKALSKYI,56
SKÓRKOWSKI,56
SKROUBA,56
SKRZYDEŁ,56
SMARŻ,56
SMAŻYK,56
SMERCZEK,56
SMERLIŃSKI,56
SMITIUKH,56
SMOGUŁA,56
SMOLICKI,56
SMYCZYK,56
SOCHANOWSKI,56
SOLOP,56
SOŁGA,56
SRAL,56
STACKIEWICZ,56
STAFECKI,56
STANEJKO,56
STAREGO,56
STARKOV,56
STAROSTENKO,56
STEBELSKYI,56
STECURA,56
STǍNESCU,56
STRELNIKOV,56
STRENG,56
STRYJNIAK,56
STRZYMIŃSKI,56
STRZYŻYŃSKI,56
STUKALO,56
SUCHACZ,56
SUPRONOWICZ,56
SUROWIK,56
SYGUTOWSKI,56
SZCZAŁBA,56
SZCZYKOWSKI,56
SZLEMPO,56
SZÓSTKO,56
SZTAFA,56
SZTANDARA,56
SZTYBURSKI,56
SZUPRYTOWSKI,56
SZURMIEJ,56
SZWALIKOWSKI,56
SZYCHOWICZ,56
ŚCIUBISZ,56
ŚLIZANKIEWICZ,56
TADYSZAK,56
TAGLEWSKI,56
TALPA,56
TARAJKO,56
TARNOVSKYI,56
TATURA,56
TCHKADUA,56
TEMPIŃSKI,56
TERNOVSKYI,56
THIELE,56
TOCHWIN,56
TOLOCHKO,56
TONDYRA,56
TORUNIEWSKI,56
TRUN,56
TRYNKOS,56
TSIUPKA,56
TUCHORSKI,56
TUKALSKI,56
TULEJKO,56
TYNIECKI,56
TYPROWICZ,56
TYRAWSKI,56
ULLER,56
URBASIK,56
URBASZEWSKI,56
URMAN,56
VAITOVICH,56
VAKULIUK,56
VARYVODA,56
WACHTARCZYK,56
WAJDOWICZ,56
WALANCIK,56
WALERIAN,56
WAŁĘSKA,56
WANTOWSKI,56
WARMKE,56
WAWRZKÓW,56
WCISŁEK,56
WERACHOWSKI,56
WEREWKA,56
WESECKI,56
WICIOK,56
WLACH,56
WŁADKOWSKI,56
WŁADYSZEWSKI,56
WNĘTA,56
WOCŁAWEK,56
WOJCIUKIEWICZ,56
WOJTYTO,56
WOŁONCEWICZ,56
WONTOR,56
WOZIWODZKI,56
WYSOCZARSKI,56
YAKYM,56
ZACHWYC,56
ZAJONZ,56
ZAKĘS,56
ZAKRZYŃSKI,56
ZBROŚ,56
ZBROŻYNA,56
ZBYTEK,56
ZDUNIUK,56
ZEL,56
ZGOLAK,56
ZGRZEBA,56
ZHAROV,56
ZIOPAJA,56
ZMARZ,56
ZUBARIEV,56
ZUJEWSKI,56
